,index,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes
1473,3797,tt3766394,"Hello, My Name Is Doris","Hello, My Name Is Doris",2015,2016-04-01,"Comedy, Drama, Romance",90,USA,English,Michael Showalter,"Laura Terruso, Michael Showalter",Red Crown Productions,"Sally Field, Edmund Lupinski, Norma Michaels, Stephen Root, Wendi McLendon-Covey, Max Greenfield, Kumail Nanjiani, Rebecca Wisocky, Rich Sommer, Tyne Daly, Leilani Smith, Peter Gallagher, Susan Ziegler, Caroline Aaron, Elizabeth Reaser",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,6.6,17782,$ 1000000,$ 14444999,$ 14659448,63.0,83.0,109.0,6.6,17782,6.7,7.0,1041,1001,2914,5481,4226,1678,636,333,188,284,5.0,11.0,6.7,3576.0,6.6,6483.0,6.6,3306.0,6.6,8126.0,5.2,7.0,6.8,1731.0,6.5,3817.0,6.6,2105.0,6.7,5909.0,4.5,2.0,6.6,1779.0,6.6,2565.0,6.8,1136.0,6.0,200.0,6.8,4205.0,6.5,6843.0
1474,3804,tt3799694,The Nice Guys,The Nice Guys,2016,2016-06-03,"Action, Comedy, Crime",116,USA,"English, German",Shane Black,"Shane Black, Anthony Bagarozzi",Misty Mountains,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer, Margaret Qualley, Yaya DaCosta, Keith David, Beau Knapp, Lois Smith, Murielle Telio, Gil Gerard, Daisy Tahan, Kim Basinger, Jack Kilmer, Lance Valentine Butler","In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",7.4,249635,$ 50000000,$ 36261763,$ 62788218,70.0,405.0,441.0,7.4,249635,7.4,7.0,16095,29393,77079,76561,31527,10676,3795,1855,1088,1566,7.9,239.0,7.6,72047.0,7.2,85476.0,7.0,17972.0,7.4,160740.0,7.9,198.0,7.6,59384.0,7.2,73265.0,7.0,15352.0,7.2,27215.0,7.7,28.0,7.4,11573.0,7.1,10968.0,7.0,2282.0,7.0,591.0,7.5,28821.0,7.3,112148.0
1475,3806,tt3824458,Tangerine,Tangerine,2015,2015-07-10,"Comedy, Crime, Drama",88,USA,"English, Armenian",Sean Baker,"Sean Baker, Chris Bergoch",Duplass Brothers Productions,"Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan, James Ransone, Alla Tumanian, Luiza Nersisyan, Arsen Grigoryan, Ian Edwards, Clu Gulager, Ana Foxx, Scott Krinsky, Chelcie Lynn, Shih-Ching Tsou, Josh Sussman",A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.,7.1,23967,$ 100000,$ 702354,$ 828874,85.0,91.0,202.0,7.1,23967,7.1,7.0,1415,2577,6381,7027,3294,1327,650,400,296,600,7.1,19.0,7.3,7100.0,7.0,8876.0,6.7,2462.0,7.1,15392.0,7.2,17.0,7.3,5371.0,7.0,7209.0,6.7,2048.0,7.1,3739.0,8.0,2.0,7.3,1610.0,7.0,1511.0,6.8,372.0,6.0,221.0,7.2,4861.0,7.0,10773.0
1476,3808,tt3829920,Only the Brave,Only the Brave,2017,2017-11-10,"Action, Biography, Drama",134,USA,English,Joseph Kosinski,"Sean Flynn, Ken Nolan",Black Label Media,"Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly, James Badge Dale, Taylor Kitsch, Andie MacDowell, Geoff Stults, Alex Russell, Thad Luckinbill, Ben Hardy, Scott Haze, Jake Picking, Scott Foxx, Dylan Kenin","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",7.7,49159,$ 38000000,$ 18343983,$ 25754775,72.0,178.0,171.0,7.7,49159,7.8,8.0,6460,7685,16809,12011,3908,1247,398,233,145,263,7.5,39.0,7.9,10163.0,7.5,18559.0,7.4,5806.0,7.6,32207.0,7.7,31.0,7.8,8515.0,7.5,16140.0,7.3,4821.0,7.9,5086.0,7.6,6.0,8.0,1495.0,7.8,2167.0,7.8,886.0,6.9,264.0,7.8,6601.0,7.5,21503.0
1477,3809,tt3832914,War Room,War Room,2015,2015-08-28,Drama,120,USA,English,Alex Kendrick,"Alex Kendrick, Stephen Kendrick",FaithStep Films,"Karen Abercrombie, Priscilla C. Shirer, T.C. Stallings, Tenae Downing, Alena Pitts, Michael Jr., Jadin Harris, Alex Kendrick, Dave Blamy, Thomas A. Ford III, Tyler Mitchell, Roland Mitchell, Andrew Hurt, Terrence Evans, Toochukwu T.C. Anyachonkeya","A seemingly perfect family looks to fix their problems with the help of Miss Clara, an older, wiser woman.",6.4,12085,$ 3000000,$ 67790117,$ 73256266,26.0,148.0,42.0,6.4,12085,7.3,8.0,4504,1152,1370,1374,1045,488,337,296,284,1235,7.7,11.0,6.2,1815.0,6.1,3207.0,6.6,2513.0,5.9,5454.0,7.0,5.0,5.7,1172.0,5.6,2196.0,6.2,1601.0,7.8,2792.0,9.2,4.0,7.5,617.0,7.6,976.0,8.0,874.0,4.6,142.0,6.6,3394.0,5.6,2464.0
1478,3812,tt3850214,Dope,Dope,2015,2015-09-04,"Comedy, Crime, Drama",103,USA,"English, Spanish",Rick Famuyiwa,Rick Famuyiwa,i am OTHER,"ASAP Rocky, Blake Anderson, Bruce Beatty, De'aundre Bonds, Julian Finch, Quincy Brown, Kiersey Clemons, Kimberly Elise, Rick Fox, Christopher Glenn, Ricky Harris, Chanel Iman, Wyking Jones, Amin Joseph, Kap G","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",7.2,77652,$ 7000000,$ 17506470,$ 17986781,72.0,115.0,196.0,7.2,77652,7.3,7.0,5940,8157,22194,24339,10296,3507,1327,657,392,843,7.9,51.0,7.4,26083.0,7.1,26751.0,6.8,4325.0,7.2,51610.0,7.8,40.0,7.4,21254.0,7.1,23153.0,6.7,3666.0,7.3,8954.0,8.3,9.0,7.4,4452.0,7.1,3221.0,7.1,571.0,6.4,268.0,7.4,13289.0,7.1,31618.0
1479,3813,tt3850590,Krampus,Krampus,2015,2015-12-04,"Comedy, Drama, Fantasy",98,USA,"English, German",Michael Dougherty,"Todd Casey, Michael Dougherty",Legendary Entertainment,"Emjay Anthony, Adam Scott, Toni Collette, Stefania LaVie Owen, Krista Stadler, Conchata Ferrell, Allison Tolman, David Koechner, Maverick Flack, Queenie Samuel, Lolo Owen, Sage Hunefeld, Leith Towers, Curtis Vowell, Luke Hawker",A boy who has a bad Christmas ends up accidentally summoning a festive demon to his family home.,6.1,56761,$ 15000000,$ 42725475,$ 61548707,49.0,282.0,250.0,6.1,56761,6.2,6.0,3088,2288,6809,13574,14111,8098,4001,2047,1224,1521,6.2,76.0,6.2,13976.0,6.1,21838.0,6.1,5293.0,6.2,35265.0,6.0,57.0,6.2,10663.0,6.1,17845.0,6.1,4334.0,6.1,8446.0,7.5,10.0,6.0,3102.0,6.1,3712.0,6.3,873.0,5.9,393.0,6.4,11881.0,6.0,21676.0
1480,3815,tt3862750,The Perfect Guy,The Perfect Guy,2015,2015-11-20,"Crime, Drama, Horror",100,USA,English,David M. Rosenthal,"Alan B. McElroy, Tyger Williams",Rocklin/Faust,"Sanaa Lathan, Michael Ealy, Morris Chestnut, L. Scott Caldwell, Charles S. Dutton, John Getz, Tess Harper, Kathryn Morris, Rutina Wesley, Holt McCallany, Jessica Parker Kennedy, David Starzyk, Ronnie Gene Blevins, Wilmer Calderon, Gordon Clapp","After breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true.",5.6,9218,$ 12000000,$ 57027435,$ 60273173,36.0,48.0,48.0,5.6,9218,5.9,6.0,729,304,780,1472,2103,1882,835,425,243,445,8.3,3.0,5.6,2152.0,5.5,3212.0,5.6,1224.0,5.3,4130.0,10.0,1.0,5.4,1081.0,5.3,1987.0,5.4,794.0,6.0,2944.0,7.5,2.0,5.9,1046.0,5.9,1191.0,6.2,407.0,4.5,136.0,5.6,2031.0,5.4,3260.0
1481,3816,tt3864024,Lazer Team,Lazer Team,2015,2016-01-27,"Action, Comedy, Sci-Fi",102,USA,English,Matt Hullum,"Burnie Burns, Burnie Burns",Rooster Teeth Productions,"Burnie Burns, Gavin Free, Michael Jones, Colton Dunn, Alexandria DeBerry, Alan Ritchson, Steve Shearer, Kirk C. Johnson, Benjamin Scott, Johnny Walter, Chris Demarais, Jeremy St. James, Patrick Arnez, Bobby Hernandez, Irina Voronina",Four losers are thrust into the position of saving the world when they stumble upon a UFO crash site and become genetically equipped to the battle suit on board.,5.6,8873,$ 2480421,$ 1186426,$ 1406538,42.0,45.0,43.0,5.6,8873,6.3,6.0,1482,386,778,1268,1831,1241,705,434,301,447,4.8,14.0,6.0,2479.0,5.3,2812.0,5.2,933.0,5.5,5858.0,3.8,8.0,5.9,2037.0,5.3,2511.0,5.1,839.0,6.0,841.0,4.2,5.0,6.8,410.0,5.5,275.0,5.4,69.0,5.2,97.0,5.6,1609.0,5.4,3438.0
1482,3818,tt3874544,The Boss Baby,The Boss Baby,2017,2017-04-01,"Animation, Adventure, Comedy",97,USA,"English, Spanish",Tom McGrath,"Michael McCullers, Marla Frazee",DreamWorks Animation,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow, Tobey Maguire, Miles Bakshi, James McGrath, Conrad Vernon, ViviAnn Yee, Eric Bell Jr., David Soren, Edie Mirman, James Ryan, Walt Dohrn, Jules Winter","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",6.3,97886,$ 125000000,$ 175003033,$ 527965936,50.0,222.0,187.0,6.3,97886,6.5,7.0,7288,4726,13068,25361,24710,12003,4843,2333,1371,2183,6.3,380.0,6.4,27647.0,6.2,29329.0,6.2,6062.0,6.3,51722.0,6.0,268.0,6.3,18695.0,6.2,22705.0,6.2,4848.0,6.6,18023.0,7.2,94.0,6.6,8423.0,6.5,6172.0,6.5,1087.0,5.6,370.0,6.2,10905.0,6.3,38238.0
1483,3819,tt3881784,Stronger,Stronger,2017,2017-12-08,"Biography, Drama",119,USA,English,David Gordon Green,"John Pollono, Jeff Bauman",Bold Films,"Jake Gyllenhaal, Tatiana Maslany, Miranda Richardson, Richard Lane Jr., Nate Richman, Lenny Clarke, Patty O'Neil, Clancy Brown, Kate Fitzgerald, Danny McCarthy, Frankie Shaw, Carlos Sanz, Michelle Forziati, Sean McGuirk, Karen Scalia","Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.",6.9,35661,$ 30000000,$ 4211129,$ 8484418,76.0,101.0,173.0,6.9,35661,7.0,7.0,1761,2259,7647,13673,6808,2079,652,281,173,328,7.2,55.0,7.1,10438.0,6.8,11478.0,6.8,2846.0,6.9,20556.0,7.3,37.0,7.1,7654.0,6.8,9054.0,6.8,2235.0,7.0,6044.0,7.3,14.0,7.1,2614.0,6.9,2260.0,7.0,559.0,6.2,238.0,7.1,4184.0,6.8,15684.0
1484,3822,tt3896198,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017,2017-04-28,"Action, Adventure, Comedy",136,USA,English,James Gunn,"James Gunn, Dan Abnett",Marvel Studios,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Michael Rooker, Karen Gillan, Pom Klementieff, Sylvester Stallone, Kurt Russell, Elizabeth Debicki, Chris Sullivan, Sean Gunn, Tommy Flanagan, Laura Haddock","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",7.6,510984,$ 200000000,$ 389813101,$ 863756051,67.0,971.0,572.0,7.6,510984,7.7,8.0,64770,84218,158415,123650,48858,15983,6302,3004,1813,3971,7.9,1628.0,7.7,135161.0,7.5,151275.0,7.6,33859.0,7.6,297433.0,7.9,1142.0,7.6,106470.0,7.5,126622.0,7.6,28122.0,7.8,58844.0,8.1,255.0,7.8,24643.0,7.8,21647.0,7.9,4969.0,7.4,691.0,7.7,62375.0,7.5,184357.0
1485,3823,tt3922818,The Space Between Us,The Space Between Us,2017,2017-02-10,"Drama, Romance, Sci-Fi",120,USA,English,Peter Chelsom,"Allan Loeb, Stewart Schill",Los Angeles Media Fund (LAMF),"Gary Oldman, Janet Montgomery, Trey Tucker, Scott Takeda, Adande 'Swoozie' Thorne, Sarah Minnich, Ryan Jason Cook, BD Wong, Lauren Chavez-Myers, Morse Bicknell, Beth Bailey, Asa Butterfield, Peter Chelsom, Carla Gugino, William Sterchi","The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street smart girl to discover how he came to be.",6.4,43268,$ 30000000,$ 7885294,$ 14793385,33.0,211.0,150.0,6.4,43268,6.6,7.0,3521,2544,6328,11573,9739,4789,2132,1182,676,784,6.8,116.0,6.5,11077.0,6.3,13982.0,6.4,4672.0,6.3,22980.0,6.6,45.0,6.4,6615.0,6.2,10563.0,6.3,3753.0,6.6,9291.0,6.9,58.0,6.7,4226.0,6.5,3204.0,6.6,824.0,5.5,242.0,6.3,4664.0,6.3,18480.0
1486,3829,tt4009460,Saving Christmas,Saving Christmas,2014,2014-11-14,"Comedy, Family",79,USA,English,Darren Doane,"Darren Doane, Cheston Hervey",Camfam Studios,"Kirk Cameron, Darren Doane, Bridgette Cameron, Ben Kientz, David Shannon, Raphi Henley, Cameron Ridenour, Everett Ridenour, Reese Ridenour, Sharron Shannon, Clarissa Shannon, Lydia Shannon, Andrew Shannon, Jacob Wilson, Jaidyn Wilson","His annual Christmas party faltering thanks to his cynical brother-in-law, former Growing Pains star Kirk Cameron attempts to save the day by showing him that Jesus Christ remains a crucial component of the over-commercialized holiday..",1.4,14434,$ 500000,$ 2783970,$ 2783970,18.0,156.0,27.0,1.4,14434,2.6,1.0,2040,134,107,99,74,99,104,145,394,11238,1.0,21.0,1.2,2848.0,1.3,4670.0,1.8,2365.0,1.3,9174.0,1.0,17.0,1.2,2544.0,1.3,3992.0,1.7,1921.0,2.1,1382.0,5.5,2.0,2.0,276.0,2.0,605.0,2.3,412.0,1.7,138.0,1.4,4273.0,1.3,2928.0
1487,3832,tt4034228,Manchester by the Sea,Manchester by the Sea,2016,2017-01-13,Drama,137,USA,English,Kenneth Lonergan,Kenneth Lonergan,Amazon Studios,"Casey Affleck, Ben O'Brien, Kyle Chandler, Richard Donelly, Virginia Loring Cooke, Quincy Tyler Bernstine, Missy Yager, Stephen McKinley Henderson, Ben Hanson, Mary Mallen, Lewis D. Wheeler, Anthony Estrella, C.J. Wilson, Susan Pourfar, Robert Sella",A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,7.8,221835,$ 9000000,$ 47695371,$ 78988148,96.0,720.0,492.0,7.8,221835,7.8,8.0,25324,46851,69492,45998,18402,7083,3060,1822,1361,2442,8.2,255.0,8.0,63543.0,7.7,70290.0,7.5,19247.0,7.8,131413.0,8.3,188.0,8.1,49224.0,7.7,56452.0,7.5,15196.0,7.7,32794.0,8.0,51.0,7.7,13300.0,7.6,12723.0,7.5,3688.0,7.1,538.0,7.8,27204.0,7.8,95678.0
1488,3835,tt4046784,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,2015,2015-09-10,"Action, Sci-Fi, Thriller",131,USA,English,Wes Ball,"T.S. Nowlin, James Dashner",Gotham Group,"Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster, Dexter Darden, Alexander Flores, Jacob Lofland, Rosa Salazar, Giancarlo Esposito, Patricia Clarkson, Aidan Gillen, Terry Dale Parks, Kathryn Smith-McGlynn, Lili Taylor, Barry Pepper","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",6.3,206336,$ 61000000,$ 81697192,$ 312296056,43.0,426.0,275.0,6.3,206336,6.5,7.0,14809,9781,26716,53939,52708,25900,11073,5312,2675,3423,6.6,527.0,6.5,62722.0,6.1,64323.0,6.2,13575.0,6.2,119157.0,6.2,310.0,6.4,44399.0,6.1,52616.0,6.1,11447.0,6.6,33450.0,7.5,168.0,6.8,17230.0,6.4,10778.0,6.5,1881.0,5.6,477.0,6.3,18325.0,6.2,87010.0
1489,3837,tt4052882,The Shallows,The Shallows,2016,2016-08-12,"Drama, Horror, Thriller",86,USA,"English, Spanish",Jaume Collet-Serra,Anthony Jaswinski,Columbia Pictures,"Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas, Brett Cullen, Sedona Legge, Pablo Calva, Diego Espejel, Janelle Bailey, Ava Dean, Chelsea Moody, Sully Seagull","A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",6.3,111183,$ 17000000,$ 55124043,$ 119100758,59.0,491.0,401.0,6.3,111183,6.4,6.0,4993,4217,13716,32021,30019,13979,5823,2971,1639,1805,6.3,129.0,6.4,25998.0,6.2,40873.0,6.4,10542.0,6.3,65766.0,6.1,85.0,6.3,18191.0,6.2,33418.0,6.4,8935.0,6.4,17634.0,6.9,35.0,6.5,7417.0,6.3,6840.0,6.5,1394.0,6.2,453.0,6.4,13747.0,6.2,48333.0
1490,3838,tt4056738,Do You Believe?,Do You Believe?,2015,2015-03-20,Drama,120,USA,English,Jon Gunn,"Chuck Konzelman, Cary Solomon",Pure Flix Entertainment,"Grifon Aldren, Sean Astin, Brian Bosworth, Valerie Domínguez, Delroy Lindo, Andrea Logan White, Lee Majors, Liam Matthews, Ted McGinley, Tracy Melchior, Makenzie Moss, Alexa PenaVega, Madison Pettis, Cybill Shepherd, Shwayze","When a pastor is shaken by the visible faith of a street corner preacher, he is reminded that true belief always requires action. His response ignites a journey that impacts everyone it touches in ways that only God could orchestrate.",6.1,6611,$ 2300000,$ 12985600,$ 14394643,22.0,73.0,13.0,6.1,6611,6.9,8.0,2503,596,649,551,379,292,151,118,142,1230,5.0,4.0,6.2,1269.0,5.5,1719.0,6.3,1315.0,5.5,3274.0,4.5,2.0,5.7,802.0,5.1,1281.0,6.0,915.0,7.4,1372.0,5.5,2.0,7.6,450.0,7.2,424.0,7.2,386.0,4.5,108.0,6.2,1766.0,5.4,1512.0
1491,3839,tt4062536,Green Room,Green Room,2015,2016-05-13,"Horror, Music, Thriller",95,USA,English,Jeremy Saulnier,Jeremy Saulnier,Broad Green Pictures,"Anton Yelchin, Joe Cole, Alia Shawkat, Callum Turner, David Thompson, Mark Webber, Macon Blair, Eric Edelstein, Michael Draper, Andy Copeland, Brent Werzner, Lj Klink, Kasey Brown, Taylor Tunes, Imogen Poots",A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,7.0,95115,$ 5000000,$ 3220371,$ 3769214,79.0,285.0,422.0,7.0,95115,7.0,7.0,4594,8360,23134,29484,15966,6853,2792,1507,910,1515,7.2,83.0,7.2,25132.0,6.9,36339.0,6.7,7949.0,7.0,64560.0,7.2,69.0,7.2,21283.0,6.9,31963.0,6.7,6987.0,6.7,8790.0,8.1,11.0,6.8,3453.0,6.6,3844.0,6.5,807.0,6.5,437.0,7.3,16054.0,6.9,41927.0
1492,3848,tt4139124,Keanu,Keanu,2016,2016-04-29,"Action, Comedy, Crime",100,USA,English,Peter Atencio,"Jordan Peele, Alex Rubens",Artists First,"Jordan Peele, Keegan-Michael Key, Tiffany Haddish, Method Man, Darrell Britt-Gibson, Jason Mitchell, Jamar Malachi Neighbors, Luis Guzmán, Will Forte, Nia Long, Rob Huebel, Madison Wolfe, Jordyn A. Davis, James Yeargain, Brittany Seymour","When the adorable kitten of an L.A. crime kingpin unexpectedly enters the life of two cousins, they will have to go through tough gangs, pitiless hit-men, and ruthless drug dealers who all claim him, to get him back. How hard can it be?",6.3,42817,$ 15000000,$ 20591853,$ 20651333,63.0,126.0,147.0,6.3,42817,6.3,6.0,2194,1562,4843,11820,11976,5546,2269,1085,612,910,6.5,41.0,6.4,11205.0,6.1,16412.0,6.0,3643.0,6.2,28601.0,6.5,36.0,6.4,9533.0,6.1,14143.0,5.9,2941.0,6.4,4606.0,6.0,1.0,6.5,1523.0,6.3,2081.0,6.4,637.0,5.6,323.0,6.4,10039.0,6.1,15832.0
1493,3854,tt4158624,3 Generations,3 Generations,2015,2016-09-29,Drama,92,USA,"English, Spanish",Gaby Dellal,"Nikole Beckwith, Gaby Dellal",Big Beach Films,"Elle Fanning, Linda Emond, Susan Sarandon, Naomi Watts, Andrew Polk, Marcos A. Gonzalez, Antonio Ortiz, Tessa Albertson, Marquis Rodriguez, Gameela Wright, Jordan Carlos, Elle Winter, Lucca De Oliveira, Francesca Keller, Jinn S. Kim","After Ray decides to transition from female to male, Ray's mother, Maggie, must come to terms with the decision while tracking down Ray's biological father to get his legal consent.",5.9,5240,$ 5000000,$ 155936,$ 531046,47.0,24.0,55.0,5.9,5240,6.0,6.0,319,182,598,1058,1334,821,347,138,88,355,5.5,11.0,6.1,1356.0,5.7,1644.0,5.8,674.0,5.6,2017.0,6.0,2.0,5.9,496.0,5.4,901.0,5.7,476.0,6.2,1860.0,5.0,6.0,6.2,819.0,6.1,712.0,5.9,186.0,4.7,104.0,5.5,648.0,5.9,2319.0
1494,3858,tt4183692,Woodlawn,Woodlawn,2015,2015-10-16,"Drama, Sport",123,USA,English,"Andrew Erwin, Jon Erwin","Jon Erwin, Todd Gerelds",Kevin Downes Productions,"Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd, Jon Voight, Joy Brunson, Lance E. Nichols, DeVon Franklin, C. Thomas Howell, Kevin Sizemore, Brett Rice, Virginia Williams, Brando Eaton, Richard Kohnke, Jet Jurgensmeyer",A gifted high school football player must learn to embrace his talent and his faith as he battles racial tensions on and off the field.,6.5,6196,$ 12000000,$ 14394097,$ 14401617,57.0,52.0,18.0,6.5,6196,6.9,7.0,1106,536,844,1284,1077,569,242,144,109,285,6.8,6.0,6.8,1097.0,6.1,2181.0,6.5,1071.0,6.3,3930.0,7.2,4.0,6.7,903.0,6.0,1845.0,6.4,853.0,7.1,765.0,8.0,1.0,7.0,183.0,6.8,304.0,7.6,205.0,5.0,107.0,6.8,1240.0,6.1,2178.0
1495,3859,tt4191580,Meet the Blacks,Meet the Blacks,2016,2016-04-01,"Comedy, Horror",94,USA,English,Deon Taylor,"Nicole DeMasi, Deon Taylor",Hidden Empire Film Group,"Mike Epps, Gary Owen, Zulay Henao, Bresha Webb, Lil Duval, Paul Mooney, Charlie Murphy, Phil Austin, Andrew Bachelor, Lavell Crawford, DeRay Davis, Kate Enggren, Alex Henderson, George Lopez, Mike Tyson","As Carl Black gets the opportunity to move his family out of Chicago in hope of a better life, their arrival in Beverly Hills is timed with that city's annual purge, where all crime is legal for twelve hours.",4.9,35042,$ 900000,$ 9097072,$ 9097072,26.0,42.0,16.0,4.9,35042,7.9,9.0,12569,9750,2988,1067,1391,1502,1509,1399,1316,1551,4.4,14.0,4.0,1756.0,3.6,2513.0,3.5,861.0,3.7,4628.0,4.0,11.0,4.0,1397.0,3.6,2116.0,3.5,697.0,4.0,942.0,7.0,3.0,4.2,332.0,3.8,368.0,4.0,142.0,3.7,152.0,3.7,1672.0,3.7,2503.0
1496,3862,tt4196848,Mr. Church,Mr. Church,2016,2016-11-11,"Comedy, Drama",104,USA,English,Bruce Beresford,Susan McMartin,Cinelou Films,"Eddie Murphy, Britt Robertson, Natascha McElhone, Xavier Samuel, Lucy Fry, Christian Madsen, Mckenna Grace, Natalie Coughlin, Madison Wolfe, Lincoln Melcher, Kathleen McMartin, Sara Shearer, Kelly Lester, Aileen Burdock, Michael Leone","""Mr. Church"" tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six month arrangement instead spans into fifteen years and creates a family bond that lasts forever.",7.6,23684,$ 8000000,$ 685780,$ 685780,37.0,180.0,35.0,7.6,23684,7.9,8.0,4412,3792,7202,5073,1833,671,257,137,82,225,6.6,12.0,7.8,4833.0,7.5,8345.0,7.6,3648.0,7.6,13923.0,6.3,7.0,7.8,3557.0,7.4,6632.0,7.5,2689.0,7.9,4103.0,8.5,4.0,7.9,1216.0,7.7,1611.0,8.0,888.0,6.4,157.0,7.6,3401.0,7.5,9555.0
1497,3867,tt4257926,Miracles from Heaven,Miracles from Heaven,2016,2016-06-10,"Biography, Drama, Family",109,USA,English,Patricia Riggen,"Christy Beam, Randy Brown",Columbia Pictures,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino, Courtney Fansler, Queen Latifah, Eugenio Derbez, Kelly Collins Lintz, John Carroll Lynch, Brandon Spink, Rhoda Griffis, Erica McGee, Wayne Pére, Bruce Altman, Hannah Alligood",Based on the incredible true story of the Beam family.,7.1,18468,$ 13000000,$ 61705123,$ 73883359,44.0,105.0,71.0,7.1,18468,7.4,8.0,4217,2008,3355,3925,2152,990,494,346,250,731,6.7,40.0,7.2,3799.0,6.9,5637.0,7.0,2576.0,6.8,7956.0,6.3,16.0,6.9,1867.0,6.7,3575.0,6.8,1794.0,7.5,5291.0,7.3,17.0,7.5,1862.0,7.3,1981.0,7.5,741.0,5.5,171.0,7.2,2705.0,6.8,6455.0
1498,3868,tt4258698,Southside with You,Southside with You,2016,2016-09-30,"Biography, Drama, History",84,USA,English,Richard Tanne,Richard Tanne,Get Lifted Film Company,"Tika Sumpter, Parker Sawyers, Vanessa Bell Calloway, Phillip Edward Van Lear, Taylar Fondren, Deanna Reed-Foster, Jerod Haynes, Gabrielle Lott-Rogers, Preston Tate Jr., Donn C. Harper, Tom McElroy, Stephanie Monday, Eric Morgan Stuart, Deborah Geffner","The film chronicles the summer 1989 afternoon when the future President of the United States,",6.4,7450,$ 1500000,$ 6304223,$ 6512004,74.0,38.0,96.0,6.4,7450,6.8,7.0,1317,1164,739,1291,1147,588,259,142,134,669,9.8,23.0,6.5,1207.0,6.2,2360.0,5.8,1089.0,6.1,3516.0,7.0,1.0,6.5,776.0,6.1,1793.0,5.7,758.0,6.5,1394.0,9.9,22.0,6.3,407.0,6.6,539.0,6.4,318.0,5.4,128.0,6.5,2102.0,6.0,1890.0
